parent_station,stop_lon,stop_lat,stop_id,stop_name,location_type
,-4.0021679,5.3232894,node/6907141798,Gare Blockauss,0
,-4.0013589,5.3278237,node/6907141799,Banque Mondiale,0
,-4.0007635,5.3355267,node/6907141800,Marché de Cocody,0
,-4.0038072,5.3384172,node/6907141801,CIE,0
,-4.0021657,5.351632,node/6907141802,Palm Club,0
,-4.0274511,5.3587491,node/6907141803,Gare Nord,0
,-4.0180323,5.3543654,node/6907147644,Texaco,0
,-4.0101289,5.3478735,node/6907147645,Pont lycée technique,0
,-4.0038018,5.3442806,node/6907147646,SODEMI,0
,-4.0033259,5.3404792,node/6907147647,Sgbci,0
,-3.9999757,5.336444,node/6907147648,Marché de Cocody,0
,-4.0003179,5.3334363,node/6907147649,PMI,0
,-4.00118,5.3280617,node/6907147650,Banque mondiale,0
,-4.0020444,5.323287,node/6907147651,Gare Blockauss,0
,-4.0168481,5.3528511,node/6907154300,Boulangerie Top baquette,0
,-4.017115,5.3472669,node/6907154301,220 logements,0
,-4.0273707,5.3589598,node/6907157792,Gare Nord,0
,-4.0213836,5.3559786,node/6907157793,Renault,0
,-4.0158064,5.3534802,node/6907157794,Adjamé Liberté,0
,-4.000587,5.339615,node/6907157795,CERAP - INADES,0
,-3.9946557,5.3464621,node/6908599212,Gare Campus Cocody,0
,-4.0013186,5.343718,node/6908599213,ISTC,0
,-4.0153091,5.4354972,node/6908599215,Quai 49,0
,-3.9968976,5.3456864,node/6908618074,INSAAC,0
,-4.016795,5.427395,node/6908618077,EPV Konaté,0
,-4.0147611,5.4286546,node/6908618078,Lycée Moderne d'Abobo,0
,-4.012329,5.4339703,node/6908728765,[Arret sans nom],0
,-4.013431,5.432656,node/6908728766,[Arret sans nom],0
,-4.0162121,5.4273213,node/6908728767,[Arret sans nom],0
,-4.0008199,5.343821,node/6908728771,ISTC,0
,-3.9937238,5.3462119,node/6908728772,Gare Campus Cocody,0
,-4.0147361,5.43182,node/6908782549,[Arret sans nom],0
,-4.014638,5.429723,node/6908782550,[Arret sans nom],0
,-3.9978676,5.3450487,node/6908782552,Cité des Arts,0
,-3.993895,5.3466283,node/6908782553,université méthodiste de Côte D'Ivoire,0
,-4.0160582,5.357415,node/6908914485,[Arret sans nom],0
,-4.0171632,5.3491257,node/6908914486,Cours socio éducatif,0
,-3.9996571,5.3082112,node/6908914487,Piscine d’État de Treichville,0
,-3.9839441,5.3090397,node/6908914488,Gare Marcory,0
,-4.0161239,5.3555536,node/6908914489,Boulangerie Top Qualité,0
,-4.0170747,5.3513262,node/6908914490,Liberté,0
,-4.0170975,5.3503722,node/6908914491,Pharmacie le Belier,0
,-4.0230188,5.3418097,node/6908914492,Indenié,0
,-4.025647,5.3421743,node/6908914493,Banque SIB,0
,-4.0183783,5.321186,node/6908914494,Bicici plateau,0
,-4.0167837,5.321624,node/6908914495,Pyramide,0
,-4.0145266,5.3184312,node/6908914496,Siège Moov,0
,-4.0188664,5.3641726,node/6908914498,Croix Bleue,0
,-4.0202826,5.3653249,node/6908914499,Infirmerie Sinikeya,0
,-4.0235066,5.3670874,node/6908914500,Gare Williamsville,0
,-4.0318263,5.3589877,node/6909039462,Petro Ivoire,0
,-4.0257324,5.3468603,node/6909039464,Pharmacie Sainte Marie,0
,-4.0159526,5.3080247,node/6909039468,Cité Policière,0
,-4.0046789,5.2958623,node/6909039469,CHU,0
,-3.9984496,5.2927793,node/6909039470,PTT Km4,0
,-3.9957435,5.2914467,node/6909039471,Pharmacie Santé Publique,0
,-4.0375583,5.3585383,node/6909108442,Terminus Cité Fairmont,0
,-4.0149536,5.305135,node/6909108450,arrêt,0
,-3.9902017,5.29123,node/6909108451,Services Techniques du District,0
,-3.9840127,5.3088407,node/6909121487,Gare Marcory,0
,-4.0074831,5.2971256,node/6909208699,Parc des Sports,0
,-3.990781,5.2895393,node/6909208700,"SIYOA, Boulevard de Marseille",0
,-4.0724972,5.36188,node/6909225529,[Arret sans nom],0
,-4.0745652,5.3647534,node/6909225530,[Arret sans nom],0
,-4.0961792,5.3727101,node/6909225533,[Arret sans nom],0
,-4.0895635,5.3742257,node/6909225534,[Arret sans nom],0
,-4.0867558,5.372722,node/6909225535,Nestlé,0
,-4.0781781,5.3745633,node/6909225536,Arrêt,0
,-4.0796923,5.3703887,node/6909225537,[Arret sans nom],0
,-4.0786743,5.3683786,node/6909225538,[Arret sans nom],0
,-4.0761986,5.3670367,node/6909225539,Direction de la Sotra,0
,-4.0736157,5.3628133,node/6909225540,[Arret sans nom],0
,-4.0702482,5.3612471,node/6909225541,[Arret sans nom],0
,-4.0678704,5.3623019,node/6909225542,Lycée Moderne Yopougon Andokoi,0
,-4.0667894,5.3615148,node/6909225543,Centre Ivoire Couture,0
,-4.0278578,5.3585831,node/6909225544,Gare Nord,0
,-4.0183049,5.3146893,node/6909225545,Gare Sud,0
,-4.0033954,5.2948194,node/6909237619,CHU Treichville,0
,-3.9881326,5.301827,node/6909237622,Délices de France,0
,-3.9900511,5.2913004,node/6909237623,Services Techniques du District,0
,-3.9994307,5.2931333,node/6909237624,PTT Km4,0
,-4.0141223,5.3023437,node/6909237625,Quincaillerie Générale,0
,-4.0150089,5.3049356,node/6909237626,Arrêt,0
,-4.0161832,5.308109,node/6909237627,Cité Policière,0
,-4.0279602,5.3591167,node/6909237631,Gare Nord,0
,-4.0319963,5.358876,node/6909237632,Station Petro Ivoire,0
,-4.0364602,5.3582206,node/6909237633,Terminus 02 Cité Fairmont,0
,-4.094158,5.3765208,node/6909430718,[Arret sans nom],0
,-4.0668847,5.3618706,node/6909430720,Gare CTE,0
,-4.0678369,5.3621938,node/6909430721,Lycée Moderne Yopougon Andokoi,0
,-4.0710622,5.3607938,node/6909430722,Station Total,0
,-4.0736572,5.362382,node/6909430723,[Arret sans nom],0
,-4.0742996,5.365409,node/6909430724,[Arret sans nom],0
,-4.0764347,5.36707,node/6909430725,Direction de la Sotra,0
,-4.0788862,5.3683719,node/6909430726,[Arret sans nom],0
,-4.080222,5.3690582,node/6909430727,Station,0
,-4.0819788,5.3699698,node/6909430728,[Arret sans nom],0
,-4.0896792,5.3741086,node/6909430729,JOMACO,0
,-4.0958456,5.3741528,node/6909430730,Dépôt Yopougon zone Industrielle,0
,-3.9848298,5.2645534,node/6909521603,Hôpital Municipal,0
,-3.9834323,5.2632614,node/6909521604,Groupe Scolaire N'Sikan,0
,-3.9849267,5.257665,node/6909521605,CIE,0
,-3.9956283,5.2558751,node/6909521606,arrêt,0
,-3.9989162,5.26373,node/6909521607,Gestoci,0
,-4.0062621,5.2704314,node/6909521608,Pont de Vridi,0
,-4.0143099,5.2978357,node/6909521609,"Etablissements Rey, Port",0
,-4.0175241,5.3005436,node/6909521610,Sicodis,0
,-4.0231458,5.305037,node/6909521611,Terminus 32,0
,-4.0211629,5.3069377,node/6909521612,Grand Moulin Abidjan,0
,-4.0179278,5.3088247,node/6909521613,Hôpital du Pont,0
,-4.0117363,5.305655,node/6909521614,"Avenue 11, Rue 12, Treichville",0
,-4.0111588,5.3039938,node/6909521615,"Avenue 15, Rue 12, Treichville",0
,-4.0034158,5.3040254,node/6909521616,Paroisse Notre Dame,0
,-3.9987874,5.3056574,node/6909521617,Marché Belleville,0
,-3.9838718,5.3087649,node/6909521620,Gare Marcory,0
,-3.9871428,5.266603,node/6909546905,Vridi Cité - Terminus 53,0
,-3.9818252,5.259526,node/6909546906,Pharmacie Vridi Port,0
,-3.9892306,5.2571616,node/6909546907,Stade de la SIR,0
,-3.9978983,5.2588247,node/6909546908,Vridi-Iran,0
,-4.0031425,5.2676512,node/6909546909,"CPMA, Vridi",0
,-4.0085496,5.277976,node/6909546910,PALM-CI,0
,-4.0084685,5.2821643,node/6909546911,Bolloré,0
,-4.008455,5.2864977,node/6909546912,Siège SOTRA,0
,-4.008424,5.292271,node/6909546913,Arrêt,0
,-4.0131528,5.296841,node/6909546914,Ciment Bélier,0
,-4.0212547,5.3029759,node/6909546915,Port Autonome Abidjan,0
,-4.0149741,5.309804,node/6909546916,Maison du Congres,0
,-4.0050815,5.3059215,node/6909546917,Collège Bosco,0
,-4.1045,5.3226268,node/6909707221,Niangon Sud à droite,0
,-4.1057378,5.3233679,node/6909707223,Carrefour Académie,0
,-4.1059349,5.325714,node/6909707224,Caféier,0
,-4.1037691,5.3310513,node/6909707225,Lubafrique,0
,-4.1029765,5.3338915,node/6909707226,2ème arrêt ANADOR,0
,-4.1014047,5.3358784,node/6909707227,Carrefour Anador,0
,-4.1004632,5.3404237,node/6909707228,Pharmacie Cité Maroc,0
,-4.0892462,5.3407014,node/6909707229,CIE,0
,-4.0892456,5.3450164,node/6909707230,[Arret sans nom],0
,-4.0875008,5.3481316,node/6909707231,Grand Centre,0
,-4.0874934,5.3540742,node/6909707232,Port-Bouët II,0
,-4.0851103,5.3561104,node/6909707233,[Arret sans nom],0
,-4.0850901,5.3604209,node/6909707234,BAE,0
,-4.0277736,5.358951,node/6909707236,Gare Nord,0
,-4.0183735,5.3147518,node/6909707238,Gare Sud,0
,-4.0049374,5.3058324,node/6909737821,Feu du Collège Bosco,0
,-4.0120606,5.3062141,node/6909737822,"Avenue 10, Rue 12, Treichville",0
,-4.0211598,5.3067759,node/6909737824,Grand Moulin Abidjan,0
,-4.0217286,5.3033621,node/6909737825,Siège Port Autonome Abidjan,0
,-4.0095509,5.2945614,node/6909737826,Port Autonome Abidjan,0
,-4.0082981,5.2878677,node/6909737827,Siège SOTRA,0
,-4.0083516,5.2820277,node/6909737828,Bolloré,0
,-4.00841,5.2787,node/6909737829,Movis,0
,-4.0061063,5.2705271,node/6909737830,Pont de Vridi,0
,-4.0239378,5.3309411,node/6909812227,Cité Administrative,0
,-4.0849641,5.3572641,node/6909812228,Carrefour Zone,0
,-4.0867444,5.3552565,node/6909812229,[Arret sans nom],0
,-4.0880983,5.3469666,node/6909812230,Pharmacie Port-Bouët II,0
,-4.0891591,5.3453455,node/6909812231,[Arret sans nom],0
,-4.0974297,5.3400138,node/6909812232,Mosquée du Maroc,0
,-4.1003975,5.3401847,node/6909812233,Pharmacie Cité Maroc,0
,-4.1013081,5.335861,node/6909812234,Carrefour Anador,0
,-4.1037999,5.3305692,node/6909812235,Lubafrique,0
,-4.1051263,5.3273952,node/6909812236,[Arret sans nom],0
,-4.1058531,5.32569,node/6909812237,Caféier,0
,-4.1045248,5.3226401,node/6909812238,Niangon Sud à droite,0
,-4.0739979,5.3568101,node/6909923471,Siporex-Sicomex,0
,-4.0740046,5.3538004,node/6909923472,Siporex avant le feu,0
,-4.0732898,5.3448074,node/6909923473,William-Ponty,0
,-4.0732871,5.3388868,node/6909923474,Yopougon 16ème Advans,0
,-4.0733247,5.3326109,node/6909923475,Saguidiba,0
,-4.0735526,5.3297734,node/6909923477,Gare Yopougon Kouté,0
,-3.9936456,5.3463096,node/6910224899,Gare Campus Cocody,0
,-4.0738578,5.3297134,node/6910224902,Gare Yopougon Kouté,0
,-4.0735191,5.3315587,node/6910224905,Saguidiba,0
,-4.0734252,5.3344863,node/6910224906,Côte d'Ivoire-Telecom,0
,-4.0734096,5.338834,node/6910224907,Yopougon 16ème Advans,0
,-4.0734078,5.3418778,node/6910224908,Saint André lavage,0
,-4.0734038,5.345666,node/6910224909,William-Ponty,0
,-4.0741883,5.3540928,node/6910224910,Siporex après le feu,0
,-4.0741772,5.3566819,node/6910224911,Siporex-Sicomex,0
,-4.0031259,5.2678334,node/6910272309,CPMA-Vridi,0
,-3.9977641,5.2588726,node/6910272310,Vridi-Iran,0
,-3.9932473,5.2565075,node/6910272311,"SIR, Vridi",0
,-3.9854582,5.2577882,node/6910272312,CIE,0
,-3.9824273,5.2582659,node/6910272313,"Cité CIE, Vridi",0
,-3.9820028,5.2600531,node/6910272314,Temple des Vainqueurs,0
,-3.9850263,5.2644761,node/6910272315,Hôpital Municipal,0
,-3.9874196,5.2666602,node/6910272316,Terminus Cité Vridi,0
,-4.0228166,5.3313223,node/6910518025,Cité Administrative,0
,-4.0201529,5.4267852,node/6910584802,Gendarmerie Abobo,0
,-4.0632851,5.350955,node/6910703473,Institut des aveugles,0
,-4.0632758,5.3476916,node/6910703474,Bel Air,0
,-4.0622364,5.3418057,node/6910703475,Complexe sportif de Yopougon,0
,-4.0622136,5.3380456,node/6910703476,Nouveau quartier,0
,-4.0621975,5.3333961,node/6910703477,Clinique les Oliviers,0
,-4.061462,5.3294751,node/6910743309,Terminus 85,0
,-4.0623826,5.333826,node/6910743310,Clinique les Oliviers,0
,-4.0623477,5.3375141,node/6910743311,Nouveau quartier,0
,-4.0634635,5.3460439,node/6910743312,Bel Air,0
,-4.0660062,5.3556644,node/6910743313,Sable,0
,-4.0634474,5.3513983,node/6910743314,Institut des aveugles,0
,-4.0804794,5.3237979,node/6910755171,Ben,0
,-4.0764964,5.3255979,node/6910755172,Marejea,0
,-4.0718266,5.3255738,node/6910755173,Iris3,0
,-4.0802502,5.3198733,node/6910755174,Yopougon Sideci - Terminus 42,0
,-4.0667291,5.3242746,node/6910755176,Marché Kouté,0
,-4.0615042,5.3236042,node/6910755177,L'usine du camp,0
,-4.0577316,5.3236336,node/6910755178,Stenb,0
,-4.0535085,5.3222355,node/6910755179,Le petit soleil,0
,-4.0507693,5.3222275,node/6910755180,Yopougon Kowëit,0
,-4.0464583,5.3222395,node/6910755181,La faveur,0
,-4.0439746,5.3198693,node/6910755182,Pharmacie Chenain,0
,-4.0439826,5.3171339,node/6910755183,Iris 3,0
,-4.0440027,5.3137348,node/6910755184,Bon choix,0
,-4.0439558,5.3095505,node/6910794085,Santé Village,0
,-4.0353389,5.3101983,node/6910794088,Gare Abobodoumé,0
,-4.01971,5.4258812,node/6910797790,Arrêt,0
,-4.0128435,5.4182684,node/6910797791,Arrêt,0
,-4.0054353,5.4156089,node/6910797792,Arrêt,0
,-3.999584,5.4155902,node/6910797793,Arrêt,0
,-3.9856156,5.4038607,node/6910797794,Termunis 81/82,0
,-3.9792073,5.4031254,node/6910797795,BICICI,0
,-3.9780821,5.4011881,node/6910797796,Arrêt,0
,-3.9776878,5.3988302,node/6910797797,Arrêt,0
,-3.977036,5.3963428,node/6910797798,Arrêt,0
,-3.9761992,5.3932466,node/6910797799,Arrêt,0
,-3.971504,5.3946558,node/6910797800,Arrêt,0
,-3.9649835,5.4000986,node/6910797801,Cité Diaspora,0
,-3.9621642,5.4025338,node/6910797802,SOCIAM,0
,-3.9620463,5.4022965,node/6910797803,SOCIAM,0
,-3.9570893,5.399963,node/6910797804,CHU Angré,0
,-4.0022783,5.4154527,node/6910797805,Arrêt,0
,-3.9570173,5.3997812,node/6910797806,CHU Angré,0
,-3.9592423,5.4003923,node/6910797807,Arrêt,0
,-3.960527,5.4011774,node/6910797808,Arrêt,0
,-3.9657399,5.3991713,node/6910797809,Arrêt,0
,-3.9689626,5.3964463,node/6910797810,Arrêt,0
,-3.9736088,5.3933681,node/6910797811,Arrêt,0
,-3.9754415,5.3929368,node/6910797812,Arrêt,0
,-3.9769683,5.3954823,node/6910797813,Arrêt,0
,-3.9772754,5.3963101,node/6910797814,Arrêt,0
,-3.9781552,5.4003569,node/6910797815,Arrêt,0
,-3.978471,5.4022415,node/6910797816,Arrêt,0
,-3.9794534,5.4029505,node/6910797817,BICICI,0
,-3.9898295,5.4042516,node/6910797818,Arrêt,0
,-3.9911934,5.4070126,node/6910797819,Saint Ambroise,0
,-3.9941237,5.4103992,node/6910797820,Arrêt,0
,-3.9953287,5.4136035,node/6910797821,Arrêt,0
,-4.0043772,5.3317315,node/6912410269,Lycée Classique d'Abidjan,0
,-4.0047695,5.3286968,node/6912410270,Hotel Ivoire 2,0
,-4.0029871,5.3278806,node/6912410271,Hotel Ivoire,0
,-4.0032565,5.3277329,node/6912410272,Hotel Ivoire,0
,-4.0045047,5.3327049,node/6912410273,Lycée Classique d'Abidjan,0
,-4.0037108,5.3439798,node/6912410274,SODEMI,0
,-4.0095505,5.3477876,node/6912410275,Pont lycée technique,0
,-4.0751626,5.3290976,node/6912654329,Carrefour Express,0
,-4.0012691,5.3581253,node/6912729876,BMW,0
,-3.998725,5.3601195,node/6912729877,SOCITECH,0
,-3.9976354,5.3648148,node/6912729878,MACACI,0
,-3.9983993,5.367356,node/6912729879,Mobil 2 Plateaux,0
,-3.9984268,5.3718047,node/6912729880,Sococé 2 Plateaux,0
,-3.9985198,5.3745478,node/6912729881,BOA,0
,-3.9985338,5.3755833,node/6912729882,SNEDAI,0
,-3.9976312,5.3776569,node/6912729883,Carrefour Duncan,0
,-3.9943103,5.3809527,node/6912729884,Las Palmas,0
,-4.0792393,5.3388207,node/6912805206,Pharmacie du Marché,0
,-4.0765581,5.3373258,node/6912805207,[Arret sans nom],0
,-4.0752894,5.3384061,node/6912805208,Patisserie,0
,-4.0652525,5.3467623,node/6912805209,Ex Chaine Avion Rue Princesse,0
,-4.0599974,5.3408189,node/6912805210,Camp FRCI,0
,-4.0572368,5.3398655,node/6912805211,Carrefour Marché,0
,-4.0549944,5.3373205,node/6912805212,Carrefour Lama Fofana,0
,-4.0550186,5.3337105,node/6912805213,Banque Atlantique,0
,-4.0520655,5.3316575,node/6912805214,Offoumou Yapo,0
,-4.0497521,5.3293394,node/6912805215,Tizra,0
,-4.0494691,5.3264792,node/6912805216,[Arret sans nom],0
,-4.0494999,5.3247299,node/6912805217,[Arret sans nom],0
,-4.0354465,5.3104606,node/6912805219,Gare Abobo Doumé,0
,-3.9932407,5.3847656,node/6912820385,Carrefour Opéra,0
,-3.9927523,5.3888111,node/6912820386,Mahikari,0
,-3.992269,5.3926338,node/6912820387,Ambassade de Chine,0
,-3.9921141,5.3942154,node/6912820388,Les Oscars,0
,-3.9918337,5.3963811,node/6912820389,BHCI,0
,-3.9913523,5.4005116,node/6912820390,Shawarma House,0
,-3.9909124,5.4038172,node/6912820391,Petro Ivoire,0
,-3.9882535,5.4042033,node/6912820392,Notre Dame,0
,-3.9819806,5.4034748,node/6912820393,FIRDA,0
,-3.9765606,5.4033098,node/6912820394,"Ancien Terminus 90, Les Arcades",0
,-3.9728354,5.4006902,node/6912820395,Soleil 2,0
,-3.9694727,5.3971939,node/6912820396,Clinique Médicale Sainte Justine,0
,-3.9648829,5.3998522,node/6912820397,Cité Diaspora,0
,-3.9697282,5.3972237,node/6912820398,Clinique Médicale Sainte Justine,0
,-3.9764213,5.4031598,node/6912820399,"Ancien Terminus 90, Les Arcades",0
,-3.9820585,5.4033208,node/6912820400,FIRDA,0
,-3.9856793,5.4037772,node/6912820401,Termunis 81/82,0
,-3.9887434,5.4041375,node/6912820402,Notre Dame,0
,-3.9906882,5.4037567,node/6912820403,Petro Ivoire,0
,-3.9911377,5.4002961,node/6912820404,Carrefour 22è,0
,-3.9915941,5.3965825,node/6912820405,BHCI,0
,-3.9920829,5.3926201,node/6912820406,Ambassade de Chine,0
,-3.9924668,5.3895654,node/6912820407,Mahikari,0
,-3.9930996,5.3845481,node/6912820408,Opéra,0
,-3.9940546,5.3809502,node/6912820409,Las Palmas,0
,-3.9970644,5.3779505,node/6912820410,Carrefour Duncan,0
,-3.9983567,5.3753472,node/6912820411,Le Roi du Pain,0
,-3.9983278,5.3725038,node/6912820412,Sococé 2 Plateaux,0
,-3.9981432,5.3677225,node/6912820413,Mobil 2 Plateaux,0
,-3.9973648,5.3654376,node/6912820414,MACACI,0
,-4.0012391,5.3574699,node/6912820415,Saint Jacques,0
,-4.0018639,5.3525544,node/6912820416,Palm Club,0
,-4.0022742,5.3493692,node/6912820417,Carrefour la Vie,0
,-4.0028093,5.344562,node/6912820418,Arrêt,0
,-4.0255438,5.3266074,node/6913011676,Sitarail,0
,-4.073499,5.3293875,node/6913011677,Gare Yopougon Kouté,0
,-4.0441328,5.3134744,node/6913190443,Bon choix,0
,-4.043768,5.3087112,node/6913190444,Santé Village,0
,-4.0440879,5.3166799,node/6913190445,[Arret sans nom],0
,-4.0441167,5.3208014,node/6913190446,[Arret sans nom],0
,-4.0468311,5.3221154,node/6913190447,[Arret sans nom],0
,-4.0496448,5.323918,node/6913190448,[Arret sans nom],0
,-4.0503167,5.3270841,node/6913190449,Commissariat de Police du 19ᵉ Arrondissement,0
,-4.0501732,5.3295798,node/6913190450,Tizra,0
,-4.0519957,5.3313998,node/6913190451,Offoumou Yapo,0
,-4.0550937,5.3337753,node/6913190452,La Poste,0
,-4.055093,5.3369773,node/6913190453,Pharmacie Sacré-cœur,0
,-4.058547,5.3401473,node/6913190454,Pharmacie Béatitude,0
,-4.0608235,5.3407362,node/6913190455,Nouveau quartier,0
,-4.0650474,5.3466167,node/6913190456,Ex Chaine Avion Rue Princesse,0
,-4.0678006,5.3447353,node/6913190457,Newton,0
,-4.0745628,5.3395304,node/6913190458,Marche Sicogi,0
,-4.0751928,5.3379928,node/6913190459,Patisserie,0
,-4.0770331,5.3372574,node/6913190460,Pharmacie du Marché,0
,-4.0806585,5.3372711,node/6913190461,Terrain Sogefiha,0
,-4.0733126,5.3335416,node/6913201897,Antenne,0
,-4.0757574,5.3290163,node/6913201898,Cabine Bleue,0
,-4.0799806,5.3243327,node/6913201899,Akadjoba,0
,-4.0871836,5.3239194,node/6913201900,Saint Pierre,0
,-4.0925668,5.3233739,node/6913201901,EPP Niangon,0
,-4.0944323,5.3197171,node/6913201902,Arrêt,0
,-4.0947904,5.3163701,node/6913201903,Arrêt,0
,-4.0928994,5.3152357,node/6913201904,Arrêt Yop 38,0
,-4.0900334,5.315995,node/6913201907,Terminus 27,0
,-4.0934497,5.3150643,node/6913201908,Arrêt,0
,-4.0948509,5.3172602,node/6913201909,EPP SICOGI Niangon Sud,0
,-4.0943199,5.3202551,node/6913201910,Carrefour Marché,0
,-4.0926667,5.3233885,node/6913201911,EPP Niangon,0
,-4.0869619,5.3240967,node/6913201912,Saint Pierre,0
,-4.0797426,5.3246783,node/6913201913,Akadjoba,0
,-4.0762905,5.3287702,node/6913201914,Arrêt de bus,0
,-4.0184952,5.3146172,node/6913201915,Gare Sud,0
,-4.0183564,5.3144986,node/6913291219,Gare Sud,0
,-3.9977011,5.329485,node/6913703797,CNTG-BNETD,0
,-3.9970399,5.3310059,node/6913703798,UCAO,0
,-3.9973538,5.3350719,node/6913703799,Maison du PDCI-RDA,0
,-3.9997195,5.3084936,node/6913703800,Piscine d’État de Treichville,0
,-3.990551,5.3074734,node/6913703801,NSIA,0
,-3.9837714,5.3086966,node/6913703802,Gare Marcory,0
,-3.9975172,5.3353656,node/6913703803,Maison du Parti,0
,-3.9969162,5.3310313,node/6913703804,UCAO,0
,-3.9976804,5.3293836,node/6913703805,CNTG-BNETD,0
,-4.0658437,5.3556761,node/6913857608,Sable,0
,-4.0646331,5.3407344,node/6913857611,"Complexe Sportif, Yopougon",0
,-4.0665987,5.3424009,node/6913857612,Mairie de Yopougon,0
,-4.0375561,5.3443401,node/6913929664,La Marine,0
,-4.0262003,5.3278599,node/6913929665,Sitarail,0
,-4.0182404,5.3146272,node/6913929666,Gare Sud,0
,-4.0376761,5.3441859,node/6913929668,La Marine,0
,-4.0737128,5.3295615,node/6913929669,Gare Yopougon Kouté,0
,-4.0216157,5.3367091,node/6913931703,Gendarmerie,0
,-4.0217222,5.3369705,node/6913974340,Gendarmerie,0
,-3.9728972,5.400545,node/6915341517,Soleil 2,0
,-3.9837323,5.4035247,node/6915341518,Arrêt,0
,-3.9906836,5.4062326,node/6915341519,Arrêt,0
,-3.9894234,5.4297269,node/6915341520,Arrêt,0
,-3.9891222,5.4313416,node/6915341521,Arrêt,0
,-3.9725804,5.4564179,node/6915341523,Abobo Biabou,0
,-3.9726482,5.4564283,node/6915341525,Abobo Biabou,0
,-3.978184,5.4454571,node/6915341526,Arrêt,0
,-3.9810371,5.4430187,node/6915341527,Arrêt,0
,-3.9831075,5.441543,node/6915341528,Arrêt,0
,-3.9847859,5.4403681,node/6915341529,Arrêt,0
,-3.9859783,5.4391313,node/6915341530,Arrêt,0
,-3.9875153,5.4368688,node/6915341531,Arrêt,0
,-3.987991,5.4356843,node/6915341532,Arrêt,0
,-3.9883619,5.434457,node/6915341533,Arrêt,0
,-3.9887503,5.4327625,node/6915341534,Arrêt,0
,-3.9889419,5.4312302,node/6915341535,Arrêt,0
,-3.9892581,5.4293215,node/6915341536,Arrêt,0
,-3.9896961,5.4264243,node/6915341537,Arrêt,0
,-3.9902515,5.4229496,node/6915341538,Arrêt,0
,-3.9905681,5.4208149,node/6915341539,Arrêt,0
,-3.9907254,5.4195345,node/6915341540,Arrêt,0
,-3.9909298,5.4182159,node/6915341541,Arrêt,0
,-3.9922122,5.4158878,node/6915341542,Arrêt,0
,-3.9928597,5.4154923,node/6915341543,Arrêt,0
,-3.9947036,5.4148205,node/6915341544,Arrêt,0
,-3.9952879,5.4141247,node/6915341545,Arrêt,0
,-3.9932262,5.409531,node/6915341546,Arrêt,0
,-3.990564,5.4050885,node/6915341547,Petro Ivoire Angré,0
,-3.9829561,5.403643,node/6915341548,Arrêt,0
,-3.9807645,5.4033522,node/6915341549,Arrêt,0
,-3.96346,5.3585446,node/6915487638,9 Kilo,0
,-3.9586683,5.360974,node/6915487639,Rond-Point de la Palmeraie,0
,-3.9598948,5.3606149,node/6915487640,Carrefour de la Gendarmerie,0
,-3.9665508,5.3568703,node/6915487641,Cap Nord,0
,-3.9779824,5.3532599,node/6915487642,Riviéra 2,0
,-3.9881887,5.3502292,node/6915487643,École de Police,0
,-3.9943092,5.3492233,node/6915487644,École de la Gendarmerie,0
,-4.0018322,5.3485522,node/6915487645,Carrefour de la Vie,0
,-4.0185375,5.4217637,node/6915647682,Mairie d'ABOBO,0
,-4.0212736,5.4270593,node/6915647683,Arrêt,0
,-4.0241622,5.4303911,node/6915647684,Arrêt,0
,-3.9635319,5.3587403,node/6915696792,9 Kilo,0
,-3.9620358,5.3596047,node/6915696795,Chic Shop,0
,-3.9657802,5.3574857,node/6915696796,Cap Nord,0
,-3.9881605,5.3504609,node/6915696797,École de Police,0
,-3.9916044,5.3494956,node/6915696798,Carrefour CHU,0
,-3.994457,5.3493834,node/6915696799,École de la Gendarmerie,0
,-4.0029649,5.3485982,node/6915696800,Carrefour de la Vie,0
,-4.0266778,5.4333404,node/6915722685,Arrêt,0
,-4.0446977,5.4390733,node/6915722686,Anokoi,0
,-4.0485036,5.4434752,node/6915722687,PK 18 Agripac,0
,-4.0512502,5.4482915,node/6915722688,Arrêt,0
,-4.0529903,5.4503535,node/6915722689,Arrêt,0
,-4.0545715,5.4565524,node/6915722690,Arrêt,0
,-4.054497,5.4574448,node/6915722691,Arrêt,0
,-4.0544278,5.465098,node/6915722692,Arrêt,0
,-4.0540279,5.4662168,node/6915722693,Arrêt,0
,-4.0530974,5.4680953,node/6915722694,Arrêt,0
,-4.0538658,5.4794949,node/6915722695,Arrêt,0
,-4.0513358,5.4828953,node/6915722696,Arrêt,0
,-4.0513476,5.4837187,node/6915722697,Arrêt,0
,-4.05146,5.4866626,node/6915722698,Arrêt,0
,-4.0515593,5.4890597,node/6915722699,Arrêt,0
,-4.0516047,5.4904279,node/6915722700,Arrêt,0
,-4.0516233,5.490915,node/6915722701,Arrêt,0
,-4.051639,5.4914503,node/6915722702,Arrêt,0
,-4.0516636,5.4928779,node/6915722703,Arrêt,0
,-4.0517658,5.4940805,node/6915722704,Arrêt,0
,-4.0517794,5.495095,node/6915722705,Arrêt,0
,-4.0516644,5.4960474,node/6915722706,Arrêt,0
,-4.0515036,5.4970767,node/6915722707,Arrêt,0
,-4.051438,5.497669,node/6915722708,Arrêt,0
,-4.0513918,5.4979794,node/6915722709,Arrêt,0
,-4.0516497,5.4995751,node/6915722710,Arrêt,0
,-4.0519247,5.500507,node/6915722711,Arrêt,0
,-4.0520934,5.5011338,node/6915722712,Arrêt,0
